PO Number;PO Date;Vendor;Vendor Description;Requester;PO Created By;Shopping Cart Number;Project;Project Description;WBS Element;WBS Element Description;Cost Center;Cost Center Description;PO Net Amount;Tax Amount;Total Amount Legal Entity Currency;PO Line Nr.;PO Status;PO Line Text;Delivery Date;Legal Entity Currency Code;Value in document currency;Document currency code;Investment Profile;Account Group (Cora Level 1);Account Sub Group (Cora Level 2);Account (Cora Level 3);Change Date;Purchase requisition;Procurement Plant;Contract #;Joint Commodity Code;PO Title;Version;FI Doc No
6000643048;2019-10-16;10110498;ELEKTRO KREUTZPOINTNER GMBH;FISCHA26;WEITLF;;C.32.01618.444.0;;C.32.01618.444.024.121;STARKSTROMINSTALLATIONEN;3253100214;DOZ MANAGEMENT;2877.41;0.00;2877.41;40;closed;1.NA EBP2P/EL210 MESSUNG ERDUNG;2020-08-31;EUR;2877.41;EUR;capex;2;2.4;2.4.12-C;2020-04-20;3208363360;4511;;X20050401;;;61646000643048000040C3201618444024121
9110228439;2023-01-13;10108752;E W NEU GMBH;BOETTCE1;BOETTCE1;1004254448;C.32.02892.380.0;;C.32.02892.380.039.171;MSLCM - REINSTMEDIEN;3253100035;DOMM MANAGEMENT;163.80;0.00;163.80;1;open;SCHRIFTBAND 24 LAUT AN. 0162672;2023-01-23;EUR;163.80;EUR;capex;3;3.9;3.9.17-C;2023-01-13;;4510;;X20100200;BOETTCE1 13.01.2023 07:24:33;;61649110228439000001C3202892380039171
9110185877;2021-06-07;10111652;DUEPERTHAL SICHERHEITSTECHNIK;SCHIMMEJ;EMIRSEIS;1003763538;C.32.02892.380.0;;C.32.02892.380.036.101;MSLCM - KLEINEQUIPMENT;3253100035;DOMM MANAGEMENT;3113.07;0.00;3113.07;1;open;TRANSPORTWÄGEN (ANG. 12101458);2021-10-01;EUR;3113.07;EUR;capex;3;3.6;3.6.10-C;2021-09-02;;4510;;X20100200;SCHIMMEJ MSLCM DÜPERTHAL;;61649110185877000001C3202892380036101
9110196469;2021-10-14;10119310;SMB INDUSTRIES GMBH;HILLMANB;EICHNERJ;;C.32.01230.442.0;;C.32.01230.442.043.181;ROHRLEITUNGEN;3253100504;DOZCB CROMATOGRAPHY;112193.39;0.00;112193.39;5;open;4.NT RCP2P AUSRICHTEN BEHÄLTER R7R8R9;2023-11-30;EUR;112193.39;EUR;capex;4;4.3;4.3.18-C;2023-08-25;;4511;;X20150500;RCP2P ROHRLEITUNGSMONTAGE BAUPH. 2+3;;61649110196469000005C3201230442043181
P001419637;2025-07-31;10109694;KROHNE MESSTECHNIK GMBH;GOETZM5;HOELZEP1;;C.32.01265.291.0;;C.32.01265.291.035.129;RMIM - SHE EX SCHUTZ-COMPLIANCE ANSATZST;3253100125;POC COMPOUNDING EQ;3198.60;0.00;3198.60;2;open;KROHNE SCHWEBEKÖRPER-DURCHFLUSSMESSGERÄT  TYP H250/RR/M40/K2;2025-07-31;EUR;3198.60;EUR;capex;0;0.0;0.0.00-O;2025-07-31;R101263127;4510;;X20100000;PO1 FOR GOETZ RMIM KROHNE;;6164P001419637000002C3201265291035129
9110192882;2021-08-31;10120232;KAEFER TECHNIK UND SERVICE GMBH;HILLMANB;EICHNERJ;1003830894;C.32.02795.652.0;;C.32.02795.652.025.139;LÜFTUNGSANLAGEN (COST);3251601652;GEB. 652 PRODUKTION DIAGNOSTICA;137859.10;0.00;137859.10;2;closed;NMPARP LÜFTUNGSMONTAGE GEB. 652/751 COST;2022-07-29;EUR;137859.10;EUR;capex;2;2.5;2.5.13-O;2023-08-25;;4511;;X20050500;NMPARP LÜFTUNGSMONTAGE GEB. 652/751;;61649110192882000002C3202795652025139
P000898481;2024-08-28;10108624;MANFRED MERKLINGER;BERNHAH1;BERNHAH1;;C.32.01261.364.1;;C.32.01261.364.135.101;PSC2M-FA2-HARDWARE;3253100613;MFG MA - BUSINESS SUPPORT;43.00;0.00;43.00;11;open;HTD-ZAHNRIEMEN  500-5M-15;2024-10-31;EUR;43.00;EUR;capex;0;0.0;0.0.00-C;2024-08-28;R100804334;4510;;X20100000;PO1 FOR PSC-ERSATZTEILE MERKLINGER FIETZ 27.08.2024;;6164P000898481000011C3201261364135101
9110182635;2021-04-22;10110656;TESTO INDUSTRIAL SERVICES GMBH;HILLMANB;EICHNERJ;;C.32.00048.442.0;;C.32.00048.442.062.141;QUALIFIZIERUNG (EXT);3253100214;DOZ MANAGEMENT;34000.00;0.00;34000.00;20;open;6.NT IMM2P MEHRAUFWAND;2025-11-30;EUR;34000.00;EUR;capex;6;6.2;6.2.14-C;2025-03-05;;4511;;X20250100;;;61649110182635000020C3200048442062141
9110161944;2020-07-16;10343045;BRAUNFORM GMBH;WEYMANNA;GEILINGM;1003464645;C.32.00056.001.0;;C.32.00056.001.035.101;ABFÜLL- UND VERSCHLIEßMASCHINE;3253100035;DOMM MANAGEMENT;3578.16;0.00;3578.16;7;open;24.000 X SNAPCAP D FÜR GRONINGER;2020-09-01;EUR;3578.16;EUR;capex;0;0.0;0.0.00-C;2020-07-16;;4510;;X95150200;WEYMANNA 13.07.2020 13:37:18;;61649110161944000007C3200056001035101
2110958832;2020-05-12;10109376;BURSTER PRAEZISIONS-;MILDENBS;BOHRERP1;1003407851;C.32.00056.001.0;;C.32.00056.001.035.211;FÜGEMASCHINE;3253100035;DOMM MANAGEMENT;280.00;0.00;280.00;4;open;WERKSKALIBRIERSCHEIN FÜR KRAFTSENSOR;2020-07-10;EUR;280.00;EUR;capex;0;0.0;0.0.00-C;2020-05-12;;4510;;X20150102;MILDENBS 11.05.2020 07:15:45;;61642110958832000004C3200056001035211
2111251060;2022-11-04;10001084;VWR INTERNATIONAL GMBH;NOERENBK;NOERENBK;1004205795;C.32.02927.253.0;;C.32.02927.253.036.109;LABORGERÄTE KST;3253510373;DOZB GEN. MFG COST 2;22.20;0.00;22.20;3;open;LABORFLASCHE GEWINDE: GL45 MATERIAL: K;2022-11-07;EUR;22.20;EUR;capex;3;3.6;3.6.10-O;2022-11-04;;4511;;X15150107;NOERENBK 04.11.2022 10:04:43;;61642111251060000003C3202927253036109
9110220246;2022-07-27;10020839;TIBA MANAGEMENTBERATUNG GMBH;STURMS3;HANG6;1004136236;C.32.02160.341.0;;C.32.02160.341.062.131;PROJEKTLEITUNG EXTERN;3253510373;DOZB GEN. MFG COST 2;30000.00;0.00;30000.00;1;open;CIPKP-PROJEKTSTEUERUNG EXTERN;2023-08-30;EUR;30000.00;EUR;capex;6;6.2;6.2.13-C;2022-07-27;;4511;;X20250200;CIPKP-PROJEKTSTEUERUNG EXTERN;;61649110220246000001C3202160341062131
9110211970;2022-04-11;10120117;MIDIPLAN GMBH & CO. KG;JUNGFLEK;ULLRICHN;1004044236;C.32.03068.900.0;;C.32.03068.900.061.301;EXTERNER ANLAGENBAU;3251100034;NAHWAERME PZ;4580.00;0.00;4580.00;1;open;COHP | ELEKTRO / MSR EXTERN;2022-07-29;EUR;4580.00;EUR;capex;0;0.0;0.0.00-C;2022-10-28;;4511;;X20250200;COHP | ELEKTRO / MSR EXTERN;;61649110211970000001C3203068900061301
P001565931;2025-11-05;10110071;CAT GMBH;HASLINF2;SVANET;;C.32.04054.900.0;;C.32.04054.900.062.129;EXTERN TPK GA (OPEX);3251100023;LEITUNG VER- U. ENTSORGUNG;26660.00;0.00;26660.00;1;open;CORA1P TEILPROJEKTKOORDINATION GA REMOTE;2026-06-30;EUR;26660.00;EUR;capex;6;6.2;6.2.12-O;2025-11-05;R101392192;4511;;X20000000;PO1 FOR CORA1P TEILPROJEKTKOORDINATION GEBÄUDEAUTOMATION;;6164P001565931000001C3204054900062129
9110198671;2021-11-10;10120788;CETONI GMBH;HEIDUKJ;BERNHAH1;1003902942;C.32.02319.470.3;;C.32.02319.470.335.161;HIPMOM_MIL HARDWARE & ERSATZTEILE;3253100613;MFG MA - BUSINESS SUPPORT;32500.00;0.00;32500.00;1;open;CETONI NEMESYS S SPRITZENPUMPE;2022-01-28;EUR;32500.00;EUR;capex;0;0.0;0.0.00-C;2021-11-10;;4510;;X20100200;HIP-MOM-MIL CETONI HEIDUK 05.11.21;;61649110198671000001C3202319470335161
2111112624;2021-08-17;10110528;BECKHOFF AUTOMATION GMBH & CO KG;BERNHAH1;BERNHAH1;1003831132;C.32.02319.470.0;;C.32.02319.470.035.161;HIPMOM_RAD HARDWARE & ERSATZTEILE;3253100613;MFG MA - BUSINESS SUPPORT;66.00;0.00;66.00;3;open;CX2550-0010;2022-03-30;EUR;66.00;EUR;capex;0;0.0;0.0.00-C;2022-03-20;;4510;;X20100200;HIP BECKHOFF NAGEL TICALA 17.08.21;;61642111112624000003C3202319470035161
P001201334;2025-03-05;10118889;PETERSTALER MINERALQUELLEN GMBH;VAVALAN;CAUWENBE;;C.32.02316.470.0;;C.32.02316.470.074.109;CCPSM - REISEKOSTEN;3253100035;DOMM MANAGEMENT;62.70;0.00;62.70;6;open;KAFFEE SUISSE CLASSIC (1000G PACK.);2025-03-05;EUR;62.70;EUR;capex;7;7.4;7.4.10-O;2025-03-05;R101069804;4510;;X30250200;PO1 FOR CKAP2M/PETERSTALER - GETRÄNKE;;6164P001201334000006C3202316470074109
9110211459;2022-04-04;10113493;WINFRIED GEHRLEIN;GERGM2;HANG6;1004039606;C.32.02649.341.9;;C.32.02649.341.962.171;HLKK EXTERN;3251601683;PROJEKTE CPS;2550.00;0.00;2550.00;1;open;L341P-ERSTELLUNG/ABSCHLUSS ECC;2022-05-02;EUR;2550.00;EUR;capex;6;6.2;6.2.17-C;2022-04-04;;4511;;X20250100;L341P-ERSTELLUNG/ABSCHLUSS ECC;;61649110211459000001C3202649341962171
9110231550;2023-03-23;10109489;LINDNER SE;SIMBUERM;EICHNERJ;;C.32.03391.252.0;;C.32.03391.252.028.231;GIPSERARBEITEN TROCKENBAU;3253100214;DOZ MANAGEMENT;12757.73;0.00;12757.73;11;open;1.NTLS761P TROCKENBAUARBEITEN ZULAGEPOS.;2025-03-17;EUR;12757.73;EUR;capex;2;2.8;2.8.23-C;2025-03-12;;4511;;X20050300;;;61649110231550000011C3203391252028231
P001053109;2024-12-05;10541673;ZHENGZHOU GREATWALL SCIENTIFIC;LUCICG;JANKOVIL;;C.32.03666.300.2;;C.32.03666.300.200.100;C-EQUIPMENT;3253100587;DOZTD MSAT DESIGN TRANSFER LABOUR;119.85;0.00;119.85;2;closed;SEALING RING DN32;2024-12-31;EUR;126.00;USD;capex;0;0.0;0.0.00-C;2025-11-21;R100899821;4511;;X20100200;PO2 FOR GREATWALL_ERSATZTEILE_LUCIC;;6164P001053109000002C3203666300200100
P000848774;2024-07-24;10120664;ALEXANDER BUERKLE GMBH + CO KG;ENGELM3;ENGELM3;;C.32.03666.400.2;;C.32.03666.400.200.100;B-EQUIPMENT;3253100214;DOZ MANAGEMENT;56.76;0.00;56.76;1;closed;BESSEY TPN20BE SCHRAUBZWINGE 200X100MM TEMPERGUSS/PROFILSTAH;2024-07-24;EUR;56.76;EUR;capex;0;0.0;0.0.00-C;2025-09-09;R100760896;4510;;X20000000;PO1 FOR SCHRAUBZWINGEN FELIX ZELLNER;;6164P000848774000001C3203666400200100
P000910542;2024-09-05;10109658;LIFE TECHNOLOGIES GMBH;LEONHAC2;LEONHAC2;;C.32.03666.400.1;;C.32.03666.400.100.010;NATREC - ATEX;3253100214;DOZ MANAGEMENT;717.83;0.00;717.83;1;closed;GENEART PRIME CLONE GENE SYNTHESIS SERVICE 3 TO 5 KB;2024-09-05;EUR;717.83;EUR;capex;0;0.0;0.0.00-C;2024-10-24;R100817192;4510;;X15050103;PO1 FOR GENSYNTHESEN GENEART;;6164P000910542000001C3203666400100010
2111296364;2023-06-01;10125068;BEST FLUIDSYSTEME GMBH;JUELLYP;JUELLYP;1004344889;C.32.01265.291.0;;C.32.01265.291.035.129;RMIM - SHE EX SCHUTZ-COMPLIANCE ANSATZST;3253100125;POC COMPOUNDING EQ;441.90;0.00;441.90;4;closed;GERADE VERSCHR. 12MM SW UNION;2023-06-12;EUR;441.90;EUR;capex;0;0.0;0.0.00-O;2024-07-25;;4510;;X20100200;BEST 01.06.2023 13:44:37;;61642111296364000004C3201265291035129
P001197540;2025-03-04;10110528;BECKHOFF AUTOMATION GMBH & CO KG;BERNHAH1;BERNHAH1;;C.32.04089.105.0;;C.32.04089.105.038.181;LINE 105 - AUTOMATION EXTERN;3253100035;DOMM MANAGEMENT;172.37;0.00;172.37;5;open;EL3204;2025-03-12;EUR;172.37;EUR;capex;0;0.0;0.0.00-C;2025-03-11;R101067729;4510;;X20150000;PO1 FOR CLMCIM LINIE 105 BECKHOFF MAIER 04.03.2025;;6164P001197540000005C3204089105038181
P001606692;2025-11-27;10120664;ALEXANDER BUERKLE GMBH + CO KG;WOLFA14;WOLFA14;;C.32.04089.105.0;;C.32.04089.105.028.991;LINIE 105 BAUMAßNAHMEN;3253100035;DOMM MANAGEMENT;34.20;0.00;34.20;2;open;LAPP ÖLFLEX CLASSIC 110 18G05 VDE 300/500V PVC ÖLBESTÄNDIG;2025-11-27;EUR;34.20;EUR;capex;2;2.8;2.8.99-C;2025-11-27;R101428100;4510;;X20000000;PO1 FOR REQUEST6;;6164P001606692000002C3204089105028991
P001255187;2025-04-03;10115610;SIEMENS AG;NICKLASM;CAUWENBE;;C.32.02319.470.0;;C.32.02319.470.044.161;HIPMOM_PIG / PI / DC / FILESERV.;3253100613;MFG MA - BUSINESS SUPPORT;13391.00;0.00;13391.00;4;closed;SUPPORT AUTOMATION ECC FEINSCHNITTROLLEN;2025-09-30;EUR;13391.00;EUR;capex;4;4.4;4.4.16-C;2025-11-13;R101108172;4510;;X20250000;PO1 FOR HIPMOM/SIEMENS - ANLAGE AUTOMATION;;6164P001255187000004C3202319470044161
9110230612;2023-03-03;10110407;WALDNER LABOREINRICHTUNGEN;PROBSTA3;EICHNERJ;1004283694;C.32.02994.252.0;;C.32.02994.252.029.111;FESTES MOBILIAR;3253100576;DOZCB NUKLEOTIDES;7806.00;0.00;7806.00;1;open;CENP2P LABORTISCH R104;2023-03-30;EUR;7806.00;EUR;capex;2;2.9;2.9.11-C;2023-11-10;;4511;;X25050202;CENP2P LABORTISCH R104;;61649110230612000001C3202994252029111
2111278898;2023-03-08;10110021;HOFFMANN GMBH;STADLEC3;STADLEC3;1004291386;C.32.02927.253.0;;C.32.02927.253.036.101;LABORGERÄTE;3253510373;DOZB GEN. MFG COST 2;25.83;0.00;25.83;2;open;LOCHSCHNEIDER HM FLACH 42 MM;2023-03-10;EUR;25.83;EUR;capex;3;3.6;3.6.10-C;2023-03-08;;4511;;X20100200;STADLEC3 08.03.2023 09:53:48;;61642111278898000002C3202927253036101
P000622206;2024-02-21;10110626;GFI GESELLSCHAFT FUER;BERNHAH1;BERNHAH1;;C.32.02319.470.1;;C.32.02319.470.135.151;HIPMOM_LAL ENG_EXTERNE ENGINEERING;3251200007;MT SOLUTIONS;245.88;0.00;245.88;1;open;UMBAU NOT-HALT DER ANLAGE HIP-MOM-CAL ANGEBOT NR.: AN240169;2024-03-15;EUR;245.88;EUR;capex;0;0.0;0.0.00-C;2024-02-21;R100550975;4510;;X20150000;PO1 FOR HIP-MOM-CAL GFI NAGEL 20.02.2024;;6164P000622206000001C3202319470135151
6000598430;2019-07-04;10110304;GERUESTBAU A.SCHLEIPFER GMBH;WOLTHAUM;SUTTNERK;;C.32.00730.444.0;;C.32.00730.444.013.191;FASSADENGERÜSTE;3251601442;GEB. 442;6509.16;0.00;6509.16;30;open;2.NA TREPPENTURM;2021-03-31;EUR;6509.16;EUR;capex;1;1.3;1.3.19-C;2020-05-27;3214606138;4511;;X20050200;;;61646000598430000030C3200730444013191
P000494915;2023-11-21;10113998;ZIMMEREI LENK;SONNTAC1;SVANET;;C.32.03423.345.0;;C.32.03423.345.013.181;STAUBSCHUTZ;3251601345;GEB. 345 PRODUKTION;77051.64;0.00;77051.64;1;closed;STAUBSCHUTZ DECKENÖFFNUNGEN;2025-07-31;EUR;77051.64;EUR;capex;1;1.3;1.3.18-C;2025-07-28;R100424867;4511;;X20050900;PO1 FOR CW345P ZIMMEREI STAUBSCHUTZ;;6164P000494915000001C3203423345013181
9110215703;2022-05-25;10118830;JT METALLBAU;WESCHEM;GABLERC1;1004083789;C.32.02835.470.5;;C.32.02835.470.528.101;B470 - 2OG - ANLAGEN CAPEX;3253510400;DOM NMPA READIN PREP;6661.80;0.00;6661.80;1;open;WÄRMESTAUBLECH;2022-08-31;EUR;6661.80;EUR;capex;2;2.8;2.8.10-C;2022-12-03;;4510;;X20150500;WESCHEM NMPAM / TARLANOVIC;;61649110215703000001C3202835470528101
2111197855;2022-04-27;10120664;ALEXANDER BUERKLE GMBH + CO KG;BERNHAH1;BERNHAH1;1004058310;C.32.02319.470.2;;C.32.02319.470.235.161;HIPMOM_PP HARDWARE & ERSATZTEILE;3253100613;MFG MA - BUSINESS SUPPORT;86.80;0.00;86.80;8;open;LUMBERG RKT 4-225/5 M STECKVERBINDER;2022-04-28;EUR;86.80;EUR;capex;0;0.0;0.0.00-C;2022-04-27;;4510;;X20100200;HIP-MOM-PP BÜRKLE HEIDER 27.04.2022;;61642111197855000008C3202319470235161
P000987445;2024-10-29;10111997;SCHUEBEL ANTRIEBSTECHNIK;HOCHL;PUERGUEM;;C.32.02319.470.0;;C.32.02319.470.035.161;HIPMOM_RAD HARDWARE & ERSATZTEILE;3253100613;MFG MA - BUSINESS SUPPORT;38.25;0.00;38.25;2;closed;TESA® 4959 50 M X 50 MM FARBLOS;2024-11-21;EUR;38.25;EUR;capex;0;0.0;0.0.00-C;2025-10-21;R100889809;4510;;X20000000;PO1 FOR HIPMOM_RAD_VERMES WARTUNGSSATZ_226705;;6164P000987445000002C3202319470035161
9110177253;2021-02-17;10111551;SCHUBERT KUNSTSTOFF GMBH;GARHAMMK;HILLMANB;1003669754;C.32.02786.442.0;;C.32.02786.442.031.191;CHEMICAL PROCESS EQUIPMENT;3253100576;DOZCB NUKLEOTIDES;87.00;0.00;87.00;4;open;CENPP-DECKKEL ZU BOTTICH 300L;2021-04-26;EUR;87.00;EUR;capex;3;3.1;3.1.19-C;2021-04-16;;4511;;X20100200;CENPP-KAUTEXBEHÄLTER;;61649110177253000004C3202786442031191
P000595741;2024-02-02;10110016;MERCK CHEMICALS GMBH;NEUDEGGT;SVANET;;C.32.03666.400.2;;C.32.03666.400.200.100;B-EQUIPMENT;3253100214;DOZ MANAGEMENT;37055.00;0.00;37055.00;1;open;BCAP_QUIKSCALE_B-EQUIPMENT;2024-06-30;EUR;37055.00;EUR;capex;0;0.0;0.0.00-C;2024-04-09;R100515912;4511;;X10100104;PO1 FOR BCAP QUIKSCALE-BIOCHROMATOGRAPHIESÄULE GA;;6164P000595741000001C3203666400200100
P001414091;2025-07-25;10115309;TH GEYER GMBH & CO KG;LAURL;LAURL;;C.32.03666.400.1;;C.32.03666.400.100.010;NATREC - ATEX;3253100214;DOZ MANAGEMENT;49.49;0.00;49.49;1;closed;PHENOL FOR ANALYSIS ACS REAG. PH EUR (250 G);2025-07-25;EUR;49.49;EUR;capex;0;0.0;0.0.00-C;2025-08-30;R101257989;4510;;X15050101;PO1 FOR REQUEST72;;6164P001414091000001C3203666400100010
6000662966;2019-11-28;10116415;IDONEUS ANLAGENBAU GMBH;MAAGM1;SCHWAA17;;C.32.01707.444.0;;C.32.01707.444.031.221;TA22 - POLY CROSSLINK T-MEDIA USW.;3253510372;DOZC GEN. MFG COST;2643305.00;0.00;2643305.00;40;closed;1.NT CPMBAP/PR260  26TA22;2021-07-30;EUR;2643305.00;EUR;capex;3;3.1;3.1.22-C;2020-04-08;3206451168;4511;;X20100300;;;61646000662966000040C3201707444031221
9130050018;2023-03-17;10110626;GFI GESELLSCHAFT FUER;CESTAROM;CAUWENBE;1004298435;C.32.02319.470.0;;C.32.02319.470.041.181;HIPMOM_ALLGEMEINE INSTALLATIONSKOSTEN;3253100613;MFG MA - BUSINESS SUPPORT;8725.90;0.00;8725.90;1;open;NEU-INSTALLATION PRODUKTIONSRAUM GEB. 29;2023-05-30;EUR;8725.90;EUR;capex;4;4.1;4.1.18-C;2023-11-07;;4510;6199100305;X20050401;CESTAROM_HIPMOM_GFI;;61649130050018000001C3202319470041181
2111213417;2022-06-13;10116833;VIEWEG GMBH;RANKD;RANKD;1004098162;C.32.02319.470.0;;C.32.02319.470.035.161;HIPMOM_RAD HARDWARE & ERSATZTEILE;3253100613;MFG MA - BUSINESS SUPPORT;21.60;0.00;21.60;1;open;KARTUSCHE 502783 801042;2022-06-21;EUR;21.60;EUR;capex;0;0.0;0.0.00-C;2022-06-21;;4510;;X20100200;KARTUSCHEN VIEWEG RAD ZIMMERMANN;;61642111213417000001C3202319470035161
2111056574;2021-03-03;10117368;WILLI STOBER GMBH & CO KG;SIMMETHT;GOLDBRUM;1003683167;C.32.02392.433.0;;C.32.02392.433.022.109;BAUMEISTERARBEITEN;3251601433;GEB. 433 LABORGEBÃ¤UDE;138.70;0.00;138.70;3;open;G433/E300 TÜRZYLINDER U. MONTAGE;2021-03-12;EUR;138.70;EUR;capex;2;2.2;2.2.10-O;2021-03-03;;4511;;X20100200;STOBER VAN0103816 SIMMETHT;;61642111056574000003C3202392433022109
P001077660;2024-12-19;10373911;AITP GMBH;DIETRIM8;SVANET;;C.32.04614.900.0;;C.32.04614.900.062.231;EXTERNE PLANUNGSLEISTUNGEN;3252600076;WERKLEITUNG  PZ;435653.42;0.00;435653.42;1;open;ITIP1P - GP BD-PHASE;2025-06-29;EUR;435653.42;EUR;capex;6;6.2;6.2.23-C;2025-08-11;R100971499;4511;2023028508;X20250300;PO1 FOR ITIP1P - GENERALPLANUNG BD/DD-PHASE;;6164P001077660000001C3204614900062231
9110214757;2022-05-16;10110071;CAT GMBH;AMETSBEB;HILLMANB;;C.32.01230.442.0;;C.32.01230.442.062.101;EXTERN BAU;3253100504;DOZCB CROMATOGRAPHY;7440.00;0.00;7440.00;5;closed;4.NT RCP2P TPK BAU;2024-04-18;EUR;7440.00;EUR;capex;6;6.2;6.2.10-C;2025-05-21;;4511;;X20250301;RCP2P-TPK BAU CC-PHASE;;61649110214757000005C3201230442062101
P000499945;2023-11-29;10110626;GFI GESELLSCHAFT FUER;KRONTALA;GABLERC1;;C.32.01265.291.0;;C.32.01265.291.035.129;RMIM - SHE EX SCHUTZ-COMPLIANCE ANSATZST;3253100125;POC COMPOUNDING EQ;5915.14;0.00;5915.14;1;open;UMBAU DRUCKWAECHTER ANGEBOT: AN231086;2023-12-29;EUR;5915.14;EUR;capex;0;0.0;0.0.00-O;2024-08-01;R100433794;4510;;X20000000;PO1 FOR RMIM / GFI / KRONTAL;;6164P000499945000001C3201265291035129
P000957793;2024-10-14;10120664;ALEXANDER BUERKLE GMBH + CO KG;MARTHOLD;MARTHOLD;;C.32.05173.200;;C.32.05173.200;ELECTRIC;3253510139;MISCELLANEOUS EXPENSES PROJECTS;2356.08;0.00;2356.08;83;open;SICK 1025502 LICHTGITTER ELG3-1410P521;2024-10-08;EUR;2356.08;EUR;capex;0;0.0;0.0.00-C;2025-01-02;R100859126;4510;;X20000000;PO1 FOR REQ_ERSATZTEILE WTLOM_BÜRKLE_ANGEBOT_114176279;;6164P000957793000083C3205173200000000
2111209008;2022-05-30;10108752;E W NEU GMBH;CONZELD1;GABLERC1;1004086387;C.32.02319.470.1;;C.32.02319.470.135.161;HIPMOM_LAL HARDWARE & ERSATZTEILE;3253100613;MFG MA - BUSINESS SUPPORT;1284.18;0.00;1284.18;1;open;MATERIALIEN LAUT AG AN0151013;2022-06-30;EUR;1284.18;EUR;capex;0;0.0;0.0.00-C;2022-06-21;;4510;;X20100200;CONZELD1 HIPMOM / E W NEU;;61642111209008000001C3202319470135161
2111229705;2022-08-02;10111391;ALBW HANDELS GMBH;WENZM1;BERNHAH1;1004140709;C.32.02319.470.0;;C.32.02319.470.073.102;HIPMOM_SONSTIGE NEBENKOSTEN (OPEX);3253100613;MFG MA - BUSINESS SUPPORT;34.54;0.00;34.54;2;open;HERRENMANTEL WEIß 100% BW GR. 54;2022-08-03;EUR;34.54;EUR;capex;7;7.3;7.3.10-O;2022-08-02;;4510;;X25050600;WENZM1 02.08.2022 11:03:37;;61642111229705000002C3202319470073102
P000472048;2023-11-06;10108903;FUEGER FACHHANDEL GMBH;WEISSG3;GOLDBRUM;;C.32.02347.900.0;;C.32.02347.900.018.211;WP-002 ROHRLEITUNGEN TGA;3251100023;LEITUNG VER- U. ENTSORGUNG;167.70;0.00;167.70;2;open;BRADY SAFEKEY NYLON-SICHERHEITSSCHLOSS MIT STAHLBÜGEL BLAU;2023-11-17;EUR;167.70;EUR;capex;1;1.8;1.8.21-C;2023-11-06;R100410337;4511;;X20000000;PO1 FOR FUEGER 1063870 WEISS;;6164P000472048000002C3202347900018211
2111246158;2022-10-13;10001084;VWR INTERNATIONAL GMBH;LIEHREA;LIEHREA;1004189755;C.32.02704.341.0;;C.32.02704.341.036.139;LABORAUSSTATTUNG (KOSTEN);3253510373;DOZB GEN. MFG COST 2;11.74;0.00;11.74;6;open;LABORFLASCHE VIERKANTFLASCHE WEITHALS;2022-10-14;EUR;11.74;EUR;capex;3;3.6;3.6.13-O;2022-10-13;;4511;;X15150107;LIEHREA 13.10.2022 13:39:58;;61642111246158000006C3202704341036139
P001633390;2025-12-15;10222275;FLUITEC MIXING & REACTION SOLUTIONS;STOIBM;ANNENKA1;;C.32.03666.400.2;;C.32.03666.400.200.100;B-EQUIPMENT;3253100214;DOZ MANAGEMENT;1800.00;0.00;1800.00;5;open;BCAP | REISEKOSTEN;2025-12-12;EUR;1800.00;EUR;capex;0;0.0;0.0.00-C;2025-12-15;R101452887;4511;;X20100200;PO1 FOR BCAP | WÄRMETAUSCHER;;6164P001633390000005C3203666400200100
P000392142;2023-09-06;10120447;LUM GMBH;STOIBM;SVANET;;C.32.03666.400.1;;C.32.03666.400.100.030;SOLID/LIQUID SEPARATION - ENZYME;3253100214;DOZ MANAGEMENT;5683.40;0.00;5683.40;1;open;SCHULUNG ZUM GERÄTESYSTEM LUMISIZER;2024-03-16;EUR;5683.40;EUR;capex;0;0.0;0.0.00-C;2023-09-06;R100336687;4511;;X15100101;PO1 FOR BCAP SCHULUNG ZUM GERÄTESYSTEM;;6164P000392142000001C3203666400100030
6000740178;2020-05-29;10138523;ENCO ENERGIE COMPONENTEN GMBH;HERRMAC7;WEITLF;;C.32.01618.444.0;;C.32.01618.444.031.191;EQUIPMENT PROZESS;3253100214;DOZ MANAGEMENT;4107.80;0.00;4107.80;40;closed;1.NA EBP2P/ PE035 UMBAU WÄMETAUSCHER;2021-01-31;EUR;4107.80;EUR;capex;3;3.1;3.1.19-C;2020-08-18;3231198523;4511;;X20100300;;;61646000740178000040C3201618444031191
9110211189;2022-03-31;10119529;BRANDSCHUTZ ANDRAE MATTHIAS ANDRAE;HALMBURS;HANG6;1004036509;C.32.02795.652.0;;C.32.02795.652.062.209;EXTERN SPEZIALISTEN (COST);3251601652;GEB. 652 PRODUKTION DIAGNOSTICA;115.20;0.00;115.20;5;open;NMPARP-MONTAGE;2022-04-19;EUR;115.20;EUR;capex;6;6.2;6.2.20-O;2022-03-31;;4511;;X25050700;NMPARP-SCHAUMLÖSCHER;;61649110211189000005C3202795652062209
