FI Doc No;FI Doc Date;Posting Date;Document Type;Document Type Desc;PO No;PO Line No;Vendor;Vendor Description;Vendor Invoice No;Project Nr.;Project Description;WBS;WBS Description;G/L Account;G/L Account Desc;Cost Center;Cost Center Desc;Product Desc;Item Text;Document Header Text;Payment Terms;Net Due Date;Invoice Amount Legal Entity currency;Creation date;SAP Invoice No.;Investment Profile;Account Group (Cora Level 1);Account Sub Group (Cora Level 2);Account (Cora Level 3);Legal Entity Currency Code;Value in document currency;Document currency Code;Quantity;Personnel Number;PO Final Invoice indicator;Value Type;Miro Invoice #;Goods Received Value
616403266879490922023;2023-02-21;2023-02-22;;;;0;;-;;C.32.03665.500.1;;C.32.03665.500.152.141;P-Qualification internal;;;;;;;;;;420.00;2023-02-22;8871509;capex;5;5.2;5.2.14-C;EUR;420.00;EUR;3.000;0;;;8871509;
616403260848720442022;2022-12-06;2022-12-06;;;;0;;-;;C.32.03703.663.0;;C.32.03703.663.052.131;Roche Team PM & Service;;;;;;Umbuchung Project management 2022;;;;-53091.00;;;capex;5;5.2;5.2.13-C;EUR;-53091.00;EUR;-347.000;0;;;;
616401330293990012022;2022-05-18;2022-05-20;EI;;2111201278;1;10001084;VWR INTERNATIONAL GM;0000004874219900;C.32.02993.442.0;;C.32.02993.442.036.139;Labormöbilierung (OPEX);;;3253100502;DOZCB Labour;;Eppendorf Pipettensaetze;;60 DAYS NET;2022-07-17;609.12;;5109324280;capex;3;3.6;3.6.13-O;EUR;609.12;EUR;0;0;N;;5109324280;0.00
616401290369210092021;2021-08-12;2021-08-19;IR;;9110180595;13;10111263;MW BUEROPLANUNG GMBH;923652N;C.32.03032.322.0;;C.32.03032.322.029.309;Mobiliar ( 250€;212203801;DIA GR/IR NON-TRADE;3251601683;Projekte CPS;;Teppich;;2% 14 DAYS 45 DAYS NET;2021-09-26;-1286.43;;5108840448;capex;0;0.0;0.0.00-O;EUR;-1286.43;EUR;0;0;N;;5108840448;0.00
616401381126680012023;2023-05-24;2023-05-24;WE;Goods receipt;9110220984;1;10110744;HAYS AG;;C.32.03665.400.1;;C.32.03665.400.162.151;B-SHE external;212203801;DIA GR/IR NON-TRADE;;;;BCMP - B-CS600 BCMP SHE SPOC;;;;5880.00;2023-05-24;5007043944;capex;6;6.2;6.2.15-C;EUR;5880.00;EUR;0;0;Y;;5007043944;
616401290645710012021;2021-08-06;2021-08-23;IR;;2111095712;1;10116106;DATAVISION DEUTSCHLA;0000000000334376;C.32.03032.322.0;;C.32.03032.322.022.201;Elektroarbeiten;;;;;;Reperatur von defektem Display;;60 DAYS NET;2021-10-05;2213.75;;5108844505;capex;2;2.2;2.2.20-C;EUR;2213.75;EUR;0;0;N;;5108844505;0.00
616401290098220242021;2021-08-18;2021-08-18;WE;Goods receipt;9110180566;24;10111263;MW BUEROPLANUNG GMBH;;C.32.03032.322.0;;C.32.03032.322.029.309;Mobiliar ( 250€;212203801;DIA GR/IR NON-TRADE;3251601683;Projekte CPS;;Staffeltisch Brunner;;;;1954.52;;5005199808;capex;0;0.0;0.0.00-O;EUR;1954.52;EUR;0;0;N;;5005199808;
616403333100951282025;2025-04-25;2025-04-25;;;;0;;-;;C.32.04774.100.1;;C.32.04774.100.100.030;BCVP - Int. Qualification;;;;;;BCVP - Int. Qualification;;;;2527.74;2025-04-25;;capex;0;0.0;0.0.00-C;EUR;2527.74;EUR;27.000;0;;;;
616403327418232452025;2025-02-21;2025-02-28;;;;0;;-;;C.32.04251.364.0;;C.32.04251.364.052.101;6FLCM - Int. Eng. - Projektleitung;;;;;;;;;;5840.00;2025-02-21;10936601;capex;5;5.2;5.2.10-C;EUR;5840.00;EUR;40.000;0;;;10936601;
616401423526970012024;2024-03-12;2024-03-12;WE;Goods receipt;P000569037;1;10313470;LEHMANN ENGINEERING;;C.32.04251.364.0;;C.32.04251.364.062.131;6FLCM - Ext. Eng. Automation;212203801;DIA GR/IR NON-TRADE;;;;C6FLCM Automation Support;;;;6853.89;2024-03-27;5007923934;capex;6;6.2;6.2.13-C;EUR;6853.89;EUR;0;0;Y;;5007923934;
616402036216400612023;2023-12-12;2023-12-12;;;;1;;-;;C.32.02993.442.0;;C.32.02993.442.036.101;Laborgeräte -equipment;;;;;;Umb. Best. 2111244303/12 Bel. 135017131/7;;;;-67.48;2023-12-12;;capex;3;3.6;3.6.10-C;EUR;-67.48;EUR;0;0;N;;;
616402036216400152023;2023-12-12;2023-12-12;;;;1;;-;;C.32.02993.442.0;;C.32.02993.442.036.101;Laborgeräte -equipment;;;;;;Umb. Best. 2111211685/2 Bel. 133320394/2;;;;-665.60;2023-12-12;;capex;3;3.6;3.6.10-C;EUR;-665.60;EUR;0;0;N;;;
616401399880060012023;2023-10-11;2023-10-11;WE;Goods receipt;9110221642;2;10115610;SIEMENS AG;;C.32.03665.400.1;;C.32.03665.400.162.121;B-Process Automation external;212203801;DIA GR/IR NON-TRADE;;;;1.NT  BCMP-B-OK217_TPK-AutomBio_Verl.CD;;;;22477.00;2023-10-11;5007431937;capex;6;6.2;6.2.12-C;EUR;22477.00;EUR;0;0;Y;;5007431937;
616401343140130032022;2022-08-23;2022-08-23;WE;Goods receipt;9110211341;3;10112508;ELEKTRO SCHOEFFMANN;;C.32.02993.442.0;;C.32.02993.442.024.101;Elektroanlagen /- arbeiten;212203801;DIA GR/IR NON-TRADE;;;;2. NT Aenderung Trasse Bestand Loewengang;;;;10000.00;;5006267899;capex;2;2.4;2.4.10-C;EUR;10000.00;EUR;0;0;N;;5006267899;
616403314684740022024;2024-09-13;2024-09-13;;;;0;;-;;C.32.03665.400.1;;C.32.03665.400.181.101;B-User team;;;;;;BCMP Bio Sunk Cost;;;;-1629.50;2024-09-13;;capex;8;8.1;8.1.10-C;EUR;-1629.50;EUR;-25.000;0;;;;
616403337909861312025;2025-06-25;2025-06-25;;;;0;;-;;C.32.04774.100.1;;C.32.04774.100.100.010;BCVP - Int. General;;;;;;BCVP - Int. General;;;;12357.84;2025-06-25;;capex;0;0.0;0.0.00-C;EUR;12357.84;EUR;132.000;0;;;;
616403314685970022024;2024-09-13;2024-09-13;;;;0;;-;;C.32.03665.400.1;;C.32.03665.400.181.101;B-User team;;;;;;BCMP Bio Sunk Cost;;;;-8979.60;2024-09-13;;capex;8;8.1;8.1.10-C;EUR;-8979.60;EUR;-84.000;0;;;;
616401301821270152021;2021-11-08;2021-11-08;WE;Goods receipt;9110189186;17;10111263;MW BUEROPLANUNG GMBH;;C.32.03032.322.0;;C.32.03032.322.029.329;Mobiliar ( 250€ für DOZ;212203801;DIA GR/IR NON-TRADE;3253510461;DOZ NewWork B. 322 -;;Start Set;;;;44.80;;5005429066;capex;0;0.0;0.0.00-O;EUR;44.80;EUR;0;0;N;;5005429066;
616401117409230012018;2018-01-31;2018-01-31;WE;Goods receipt;6000271328;10;10117074;HENN GMBH;;C.32.07825.221.0;;C.32.07825.221.060.241;Labor (Extern);212203801;DIA GR/IR NON-TRADE;;;;L221BP Bueroplanung;;;;7000.00;;5001804519;capex;0;0.0;0.0.00-C;EUR;7000.00;;0;0;N;;5001804519;
616401281832130012021;2021-06-24;2021-06-24;WE;Goods receipt;9110172719;1;10110071;CAT GMBH;;C.32.00730.442.0;;C.32.00730.442.062.231;Gebäudeautomation Extern;212203801;DIA GR/IR NON-TRADE;;;;L44xAP TPK Gebaeudeautomation;;;;11000.00;;5005035424;capex;6;6.2;6.2.23-C;EUR;11000.00;EUR;0;0;N;;5005035424;
616401244766300012020;2020-10-29;2020-10-29;WE;Goods receipt;6000609681;10;10114736;ANLAGENBAU OBERLAND;;C.32.00730.444.0;;C.32.00730.444.013.221;Provisorien RLT/Medien/MSR;212203801;DIA GR/IR NON-TRADE;;;;L44XAP / T1.1a Vorbereitung Medien;;;;-6659.32;;5004319309;capex;1;1.3;1.3.22-C;EUR;-6659.32;EUR;0;0;N;;5004319309;
623401402362710012023;2023-10-31;2023-10-31;KP;Account maintenance;6199420044;10;10120588;ISO-BASARAN GMBH;;C.49.00047.020.0;;C.49.00047.020.025.161;LCAM Umbau Kuehlung TGA Material;212203801;DIA GR/IR NON-TRADE;;;;Kaelteltg verblecht aussen;;;;-4185.79;2023-10-31;5400059966;capex;2;2.5;2.5.16-C;EUR;-4185.79;EUR;0;0;N;;5400059966;
616401517060090012025;2025-12-10;2025-12-10;WE;Goods receipt;P001420110;1;10111679;RICHARD SCHULZ;;C.32.05139.433.0;;C.32.05139.433.014.101;Tiefbau/Fundamente;212203801;DIA GR/IR NON-TRADE;;;;LCT1P | BT10 Tiefbau;;;;185000.00;2025-12-10;5009827945;capex;1;1.4;1.4.10-C;EUR;185000.00;;0;0;N;;5009827945;
616403317139550682024;2024-10-09;2024-10-11;;;;0;;-;;C.32.05139.999.0;;C.32.05139.999.051.139;PI Leistungen Intern (KST);;;;;;;;;;0.00;2024-10-11;10653947;capex;5;5.1;5.1.13-O;EUR;284.00;EUR;0;0;;;10653947;
616403319614520862024;2024-11-08;2024-11-11;;;;0;;-;;C.32.05139.999.0;;C.32.05139.999.051.139;PI Leistungen Intern (KST);;;;;;;;;;0.00;2024-11-11;10717051;capex;5;5.1;5.1.13-O;EUR;142.00;EUR;0;0;;;10717051;
616401327098970032022;2022-04-28;2022-04-28;WE;Goods receipt;9110205340;4;10111679;RICHARD SCHULZ;;C.32.02275.131.0;;C.32.02275.131.012.141;Baufeldfreimachung;212203801;DIA GR/IR NON-TRADE;;;;2. NT BT10 Aushub und Verbau;;;;195.75;;5005939542;capex;1;1.2;1.2.14-C;EUR;195.75;EUR;0;0;Y;;5005939542;
616401427309610022024;2024-04-23;2024-04-23;WE;Goods receipt;9110212942;3;10488950;MAUSS BAU GMBH + CO;;C.32.02275.131.0;;C.32.02275.131.013.101;Baustelleneinrichtung;212203801;DIA GR/IR NON-TRADE;;;;1. NT : NA03 BE-Container;;;;4914.87;2024-04-23;5008001977;capex;1;1.3;1.3.10-C;EUR;4914.87;EUR;0;0;N;;5008001977;
616401494244570012025;2025-07-15;2025-07-15;WE;Goods receipt;9110210803;12;10115625;DIESIGNWERKER GMBH;;C.32.02275.131.0;;C.32.02275.131.013.101;Baustelleneinrichtung;212203801;DIA GR/IR NON-TRADE;;;;Verlaengerung Bautafel 04/25-08/25;;;;50.00;2025-07-15;5009375489;capex;1;1.3;1.3.10-C;EUR;50.00;EUR;0;0;N;;5009375489;
616401431935920012024;2024-05-24;2024-05-25;YD;E. Vendor PO Invoice;P000722034;1;10441785;CANDEX SOLUTIONS GER;DE24N2490;C.32.02275.131.0;;C.32.02275.131.013.101;Baustelleneinrichtung;;;;;;BAUTEILE EVAKUIERUNGS- UND BRANDMELDEANLAGE (INFO@;;IMMEDIATELY;2024-05-24;10026.34;2024-05-25;5110636051;capex;1;1.3;1.3.10-C;EUR;10026.34;EUR;0;0;Y;;5110636051;0.00
616401465896150012025;2025-01-13;2025-01-13;WE;Goods receipt;9110228076;12;10111167;TYCZKA ENERGY GMBH;;C.32.02275.131.0;;C.32.02275.131.013.101;Baustelleneinrichtung;212203801;DIA GR/IR NON-TRADE;;;;2. NT LEAP Fluessiggas Tank 2;;;;2532.75;2025-01-13;5008789017;capex;1;1.3;1.3.10-C;EUR;2532.75;EUR;0;0;N;;5008789017;
616401485153320022025;2025-05-14;2025-05-14;WE;Goods receipt;9110228076;32;10111167;TYCZKA ENERGY GMBH;;C.32.02275.131.0;;C.32.02275.131.013.101;Baustelleneinrichtung;212203801;DIA GR/IR NON-TRADE;;;;4.NT Fluessiggas Tank 2;;;;1730.24;2025-05-14;5009183892;capex;1;1.3;1.3.10-C;EUR;1730.24;EUR;0;0;N;;5009183892;
616401504439190012025;2025-09-23;2025-09-23;WE;Goods receipt;P000452195;1;10531347;SCHERNTHANER GMBH GA;;C.32.02275.131.0;;C.32.02275.131.016.141;Freianlagen;212203801;DIA GR/IR NON-TRADE;;;;LEAP | BS20 Freianlagen;;;;569000.00;2025-09-23;5009587044;capex;1;1.6;1.6.14-C;EUR;569000.00;EUR;0;0;N;;5009587044;
616401373152690022023;2023-03-24;2023-03-24;WE;Goods receipt;9110205340;9;10111679;RICHARD SCHULZ;;C.32.02275.131.0;;C.32.02275.131.021.101;Aushub und Verbau;212203801;DIA GR/IR NON-TRADE;;;;6. NT BT10 Aushub und Verbau;;;;11000.00;2023-03-24;5006884472;capex;2;2.1;2.1.10-C;EUR;11000.00;EUR;0;0;N;;5006884472;
616401478113070012025;2025-03-28;2025-03-28;WE;Goods receipt;P000437239;2;10154812;ROMMELFANGER + CHRUB;;C.32.02275.131.0;;C.32.02275.131.022.101;Baumeisterarbeiten;212203801;DIA GR/IR NON-TRADE;;;;1.NT: NA01-04;;;;5000.00;2025-03-28;5009037865;capex;2;2.2;2.2.10-C;EUR;5000.00;EUR;0;0;N;;5009037865;
616401364311500012023;2023-01-24;2023-01-24;WE;Goods receipt;9110212943;4;10488950;MAUSS BAU GMBH + CO;;C.32.02275.131.0;;C.32.02275.131.022.101;Baumeisterarbeiten;212203801;DIA GR/IR NON-TRADE;;;;3.NT: NA01 Betonzulage Verfahren Wewaton;;;;14000.00;2023-01-24;5006713396;capex;2;2.2;2.2.10-C;EUR;14000.00;EUR;0;0;N;;5006713396;
616401436028220012024;2024-06-24;2024-06-24;WE;Goods receipt;9110222253;1;10500500;ARGE ROCHE LEAP BUER;;C.32.02275.131.0;;C.32.02275.131.023.101;Fassade;212203801;DIA GR/IR NON-TRADE;;;;LEAP | Fassade Laborgebaeude;;;;146000.00;2024-06-24;5008181981;capex;2;2.3;2.3.10-C;EUR;146000.00;EUR;0;0;N;;5008181981;
616403352690413142025;2025-12-19;2025-12-19;;;;0;;-;;C.32.02275.131.0;;C.32.02275.131.024.171;Gebäudeautomation;;;;;;;;;;106.00;2025-12-19;11588420;capex;2;2.4;2.4.17-C;EUR;106.00;EUR;1.000;0;;;11588420;
616403302598865782024;2024-04-15;2024-04-30;;;;0;;-;;C.32.02275.131.0;;C.32.02275.131.024.191;Werkstattunterstützung GA/IT;;;;;;;;;;-520.00;2024-04-30;10208734;capex;2;2.4;2.4.19-C;EUR;-520.00;EUR;-5.000;0;;;10208734;
616403294521560352024;2024-01-29;2024-01-30;;;;0;;-;;C.32.02275.131.0;;C.32.02275.131.024.191;Werkstattunterstützung GA/IT;;;;;;;;;;1040.00;2024-01-30;9934872;capex;2;2.4;2.4.19-C;EUR;1040.00;EUR;10.000;0;;;9934872;
616403352528690022025;2025-12-16;2025-12-17;;;;0;;-;;C.32.02275.131.0;;C.32.02275.131.024.191;Werkstattunterstützung GA/IT;;;;;;;;;;552.00;2025-12-17;11581402;capex;2;2.4;2.4.19-C;EUR;552.00;EUR;6.000;0;;;11581402;
616403327646300802025;2025-02-03;2025-02-28;;;;0;;-;;C.32.02275.131.0;;C.32.02275.131.024.191;Werkstattunterstützung GA/IT;;;;;;;;;;848.00;2025-02-24;10940090;capex;2;2.4;2.4.19-C;EUR;848.00;EUR;8.000;0;;;10940090;
616403348612253622025;2025-10-20;2025-10-30;;;;0;;-;;C.32.02275.131.0;;C.32.02275.131.024.191;Werkstattunterstützung GA/IT;;;;;;;;;;106.00;2025-10-30;11475625;capex;2;2.4;2.4.19-C;EUR;106.00;EUR;1.000;0;;;11475625;
616403244604090772022;2022-05-10;2022-05-12;;;;0;;-;;C.32.02275.131.0;;C.32.02275.131.025.211;Werkstattunterstützung HLKK;;;;;;;;;;174.00;;7873183;capex;2;2.5;2.5.21-C;EUR;174.00;EUR;2.000;0;;;7873183;
616403257905082002022;2022-10-28;2022-10-28;;;;0;;-;;C.32.02275.131.0;;C.32.02275.131.025.211;Werkstattunterstützung HLKK;;;;;;;;;;303.00;;8451467;capex;2;2.5;2.5.21-C;EUR;303.00;EUR;3.000;0;;;8451467;
616403327068701832025;2025-02-17;2025-02-28;;;;0;;-;;C.32.02275.131.0;;C.32.02275.131.025.211;Werkstattunterstützung HLKK;;;;;;;;;;368.00;2025-02-18;10922630;capex;2;2.5;2.5.21-C;EUR;368.00;EUR;4.000;0;;;10922630;
616401502004540012025;2025-09-04;2025-09-04;WE;Goods receipt;P001037727;1;10109184;GRUMA NUTZFAHRZEUGE;;C.32.02275.131.0;;C.32.02275.131.027.111;Sonstige Förderanlagen;212203801;DIA GR/IR NON-TRADE;;;;LEAP | div. Flurfoerderfahrzeuge;;;;3078.10;2025-09-04;5009533474;capex;2;2.7;2.7.11-C;EUR;3078.10;EUR;0;0;N;;5009533474;
616401513205160022025;2025-11-18;2025-11-18;WE;Goods receipt;9110233020;8;10109489;LINDNER SE;;C.32.02275.131.0;;C.32.02275.131.028.001;Ausbau (E000 & Laborgebäude);212203801;DIA GR/IR NON-TRADE;;;;7.NT: NA35 36;;;;22876.28;2025-11-18;5009756829;capex;0;0.0;0.0.00-C;EUR;22876.28;EUR;0;0;N;;5009756829;
616401471192680012025;2025-02-13;2025-02-13;WE;Goods receipt;P000940973;1;10449725;METALLBAU KAHN GMBH;;C.32.02275.131.0;;C.32.02275.131.028.321;Kunst am Bau;212203801;DIA GR/IR NON-TRADE;;;;BS30_Skulptur LEAP.;;;;6805.97;2025-02-13;5008898522;capex;2;2.8;2.8.32-C;EUR;6805.97;EUR;0;0;N;;5008898522;
616401447133410012024;2024-08-30;2024-09-05;YD;E. Vendor PO Invoice;P000889790;1;10441785;CANDEX SOLUTIONS GER;DE24N4592;C.32.02275.131.0;;C.32.02275.131.029.111;Laborausstattung;;;;;;Halterung+Spender Laborequipment (info@b;;IMMEDIATELY;2024-08-30;2105.88;2024-09-05;5110821642;capex;2;2.9;2.9.11-C;EUR;2105.88;EUR;0;0;Y;;5110821642;0.00
616403302598856682024;2024-04-15;2024-04-30;;;;0;;-;;C.32.02275.131.0;;C.32.02275.131.029.111;Laborausstattung;;;;;;;;;;364.00;2024-04-30;10208645;capex;2;2.9;2.9.11-C;EUR;364.00;EUR;4.000;0;;;10208645;
616401464076981172024;2024-12-20;2024-12-20;AA;Asset posting;P000723737;1;;-;;C.32.02275.131.0;;C.32.02275.131.029.119;Laborausstattung KST;414129007;LOW VALUE ''ASSETS'' CAPITALIZED OTHER;3251601131;Geb. 131 LEAP Office;;PO P000723737 Pos. 2 GWG Sammelposten;;;;-535.40;2024-12-30;151658573;capex;2;2.9;2.9.11-O;EUR;-535.40;EUR;0;0;Y;;151658573;
616403304137251642024;2024-05-17;2024-05-17;;;;0;;-;;C.32.02275.131.0;;C.32.02275.131.052.101;Roche Team Bau;;;;;;;;;;3976.00;2024-05-17;10247142;capex;5;5.2;5.2.10-C;EUR;3976.00;EUR;28.000;0;;;10247142;
616403223545652392021;2021-08-19;2021-08-19;;;;0;;-;;C.32.02275.131.0;;C.32.02275.131.052.101;Roche Team Bau;;;;;;;;;;300.00;;6920641;capex;5;5.2;5.2.10-C;EUR;300.00;EUR;2.000;0;;;6920641;
616403215459873932021;2021-05-12;2021-05-12;;;;0;;-;;C.32.02275.131.0;;C.32.02275.131.052.101;Roche Team Bau;;;;;;;;;;5616.00;;6574255;capex;5;5.2;5.2.10-C;EUR;5616.00;EUR;52.000;0;;;6574255;
616403301979402632024;2024-04-24;2024-04-24;;;;0;;-;;C.32.02275.131.0;;C.32.02275.131.052.101;Roche Team Bau;;;;;;;;;;1136.00;2024-04-24;10180984;capex;5;5.2;5.2.10-C;EUR;1136.00;EUR;8.000;0;;;10180984;
616403332207823082025;2025-04-09;2025-04-11;;;;0;;-;;C.32.02275.131.0;;C.32.02275.131.052.101;Roche Team Bau;;;;;;;;;;5007.80;2025-04-11;11061847;capex;5;5.2;5.2.10-C;EUR;5007.80;EUR;34.300;0;;;11061847;
616403327370802962025;2025-02-03;2025-02-20;;;;0;;-;;C.32.02275.131.0;;C.32.02275.131.052.101;Roche Team Bau;;;;;;;;;;1095.00;2025-02-20;10930099;capex;5;5.2;5.2.10-C;EUR;1095.00;EUR;7.500;0;;;10930099;
616401319585750012022;2022-03-03;2022-03-08;IR;;2111090347;4;10110426;CONRAD ELECTRONIC SE;0000009736292049;C.32.02275.131.0;;C.32.02275.131.052.121;Roche Team MSR/GA;;;;;;BME680 Eval Modul;;2% 14 DAYS 30 DAYS NET;2022-04-02;18.90;;5109191985;capex;5;5.2;5.2.12-C;EUR;18.90;EUR;0;0;N;;5109191985;0.00
616403322699255092024;2024-12-04;2024-12-31;;;;0;;-;;C.32.02275.131.0;;C.32.02275.131.052.121;Roche Team MSR/GA;;;;;;;;;;14200.00;2024-12-16;10808537;capex;5;5.2;5.2.12-C;EUR;14200.00;EUR;100.000;0;;;10808537;
616403234758620262022;2022-01-17;2022-01-18;;;;0;;-;;C.32.02275.131.0;;C.32.02275.131.052.121;Roche Team MSR/GA;;;;;;;;;;101.00;;7435599;capex;5;5.2;5.2.12-C;EUR;101.00;EUR;1.000;0;;;7435599;
616403239007784432022;2022-03-01;2022-03-04;;;;0;;-;;C.32.02275.131.0;;C.32.02275.131.052.121;Roche Team MSR/GA;;;;;;;;;;765.00;;7634526;capex;5;5.2;5.2.12-C;EUR;765.00;EUR;5.000;0;;;7634526;
616403257602525842022;2022-10-17;2022-10-26;;;;0;;-;;C.32.02275.131.0;;C.32.02275.131.052.121;Roche Team MSR/GA;;;;;;;;;;14300.00;;8449998;capex;5;5.2;5.2.12-C;EUR;14300.00;EUR;130.000;0;;;8449998;
616403237811954622022;2022-02-16;2022-02-21;;;;0;;-;;C.32.02275.131.0;;C.32.02275.131.052.121;Roche Team MSR/GA;;;;;;;;;;765.00;;7574374;capex;5;5.2;5.2.12-C;EUR;765.00;EUR;5.000;0;;;7574374;
616403209842944342021;2021-03-08;2021-03-08;;;;0;;-;;C.32.02275.131.0;;C.32.02275.131.052.121;Roche Team MSR/GA;;;;;;;;;;600.00;;6340190;capex;5;5.2;5.2.12-C;EUR;600.00;EUR;4.000;0;;;6340190;
616403276861663592023;2023-06-19;2023-06-23;;;;0;;-;;C.32.02275.131.0;;C.32.02275.131.052.131;Roche Team PM & Service;;;;;;;;;;430.00;2023-06-23;9328737;capex;5;5.2;5.2.13-C;EUR;430.00;EUR;5.000;0;;;9328737;
616403312827515002024;2024-08-20;2024-08-26;;;;0;;-;;C.32.02275.131.0;;C.32.02275.131.052.131;Roche Team PM & Service;;;;;;;;;;1420.00;2024-08-26;10529599;capex;5;5.2;5.2.13-C;EUR;1420.00;EUR;10.000;0;;;10529599;
616401292052800022021;2021-09-01;2021-09-01;WE;Goods receipt;WO00007786;10;10298064;HAYS TALENT SOLUTION;;C.32.02275.131.0;;C.32.02275.131.052.131;Roche Team PM & Service;212203801;DIA GR/IR NON-TRADE;;;;ROCGTS00070093 Line 10;;;;3676.65;;5005238837;capex;5;5.2;5.2.13-C;EUR;3676.65;EUR;0;0;Y;;5005238837;
616403262694621492022;2022-12-29;2022-12-29;;;;0;;-;;C.32.02275.131.0;;C.32.02275.131.052.131;Roche Team PM & Service;;;;;;;;;;68.00;;8704585;capex;5;5.2;5.2.13-C;EUR;68.00;EUR;1.000;0;;;8704585;
616403318421071702024;2024-10-28;2024-10-28;;;;0;;-;;C.32.02275.131.0;;C.32.02275.131.052.131;Roche Team PM & Service;;;;;;;;;;710.00;2024-10-28;10691151;capex;5;5.2;5.2.13-C;EUR;710.00;EUR;5.000;0;;;10691151;
616403250897367372022;2022-07-29;2022-07-29;;;;0;;-;;C.32.02275.131.0;;C.32.02275.131.052.151;Roche Team Projekt SGU;;;;;;;;;;258.00;;8123674;capex;5;5.2;5.2.15-C;EUR;258.00;EUR;2.000;0;;;8123674;
616403248200484252022;2022-06-27;2022-06-27;;;;0;;-;;C.32.02275.131.0;;C.32.02275.131.052.151;Roche Team Projekt SGU;;;;;;;;;;322.50;;8033971;capex;5;5.2;5.2.15-C;EUR;322.50;EUR;2.500;0;;;8033971;
616403281971854852023;2023-08-25;2023-08-28;;;;0;;-;;C.32.02275.131.0;;C.32.02275.131.052.151;Roche Team Projekt SGU;;;;;;;;;;556.00;2023-08-28;9523100;capex;5;5.2;5.2.15-C;EUR;556.00;EUR;4.000;0;;;9523100;
616403224149241222021;2021-08-23;2021-08-27;;;;0;;-;;C.32.02275.131.0;;C.32.02275.131.052.161;Roche Team Elektro;;;;;;;;;;3240.00;;6948543;capex;5;5.2;5.2.16-C;EUR;3240.00;EUR;30.000;0;;;6948543;
616403325281622242025;2025-01-27;2025-01-31;;;;0;;-;;C.32.02275.131.0;;C.32.02275.131.052.161;Roche Team Elektro;;;;;;;;;;17374.00;2025-01-28;10877776;capex;5;5.2;5.2.16-C;EUR;17374.00;EUR;119.000;0;;;10877776;
616403330756160862025;2025-03-26;2025-03-27;;;;0;;-;;C.32.02275.131.0;;C.32.02275.131.052.161;Roche Team Elektro;;;;;;;;;;19710.00;2025-03-27;11014663;capex;5;5.2;5.2.16-C;EUR;19710.00;EUR;135.000;0;;;11014663;
616403274756915992023;2023-05-02;2023-05-30;;;;0;;-;;C.32.02275.131.0;;C.32.02275.131.052.171;Roche Team HLKK/TGA;;;;;;;;;;18900.00;2023-05-30;9250882;capex;5;5.2;5.2.17-C;EUR;18900.00;EUR;135.000;0;;;9250882;
616403272283813472023;2023-04-18;2023-04-27;;;;0;;-;;C.32.02275.131.0;;C.32.02275.131.052.171;Roche Team HLKK/TGA;;;;;;;;;;18340.00;2023-04-27;9131970;capex;5;5.2;5.2.17-C;EUR;18340.00;EUR;131.000;0;;;9131970;
616403255363214792022;2022-09-26;2022-09-27;;;;0;;-;;C.32.02275.131.0;;C.32.02275.131.052.231;Roche Team Digitalisierung;;;;;;;;;;14229.00;;8343583;capex;5;5.2;5.2.23-C;EUR;14229.00;EUR;93.000;0;;;8343583;
616403274387902872023;2023-05-02;2023-05-25;;;;0;;-;;C.32.02275.131.0;;C.32.02275.131.052.151;Roche Team Projekt SGU;;;;;;;;;;556.00;2023-05-25;9224325;capex;5;5.2;5.2.15-C;EUR;556.00;EUR;4.000;0;;;9224325;
616401379634750012023;2023-05-11;2023-05-11;WE;Goods receipt;9110173293;12;10121111;CENGURU GMBH;;C.32.02275.131.0;;C.32.02275.131.062.101;Extern Bau / GP;212203801;DIA GR/IR NON-TRADE;;;;9. NT TPK-Taetigkeit / Geraetemanagement;;;;5721.00;2023-05-11;5007011895;capex;6;6.2;6.2.10-C;EUR;5721.00;EUR;0;0;N;;5007011895;
616401391767270012023;2023-08-11;2023-08-11;WE;Goods receipt;9110173293;12;10121111;CENGURU GMBH;;C.32.02275.131.0;;C.32.02275.131.062.101;Extern Bau / GP;212203801;DIA GR/IR NON-TRADE;;;;9. NT TPK-Taetigkeit / Geraetemanagement;;;;8440.50;2023-08-11;5007266234;capex;6;6.2;6.2.10-C;EUR;8440.50;EUR;0;0;N;;5007266234;
616401461780340012024;2024-12-10;2024-12-10;WE;Goods receipt;9110235658;2;10115745;IGW-INGENIEURGRUPPE;;C.32.02275.131.0;;C.32.02275.131.062.101;Extern Bau / GP;212203801;DIA GR/IR NON-TRADE;;;;3. NT  Weiterbeauftragung 01-12/24;;;;1197.00;2024-12-10;5008711126;capex;6;6.2;6.2.10-C;EUR;1197.00;EUR;0;0;N;;5008711126;
616401430979260022024;2024-05-17;2024-05-17;WE;Goods receipt;9110235819;2;10313470;LEHMANN ENGINEERING;;C.32.02275.131.0;;C.32.02275.131.062.101;Extern Bau / GP;212203801;DIA GR/IR NON-TRADE;;;;1.NT_Weiterbeauftragung 03/24 -12/24;;;;1283.16;2024-05-17;5008076037;capex;6;6.2;6.2.10-C;EUR;1283.16;EUR;0;0;N;;5008076037;
