changes.requestForm.cancel;Cancel;Abbrechen;Annuler;Cancelar;Anuluj;Abbreche;
changes.requestForm.create;Create Change Request;Änderungsanforderung erstellen;Créer une demande de modification;Crear solicitud de cambio;Utwórz żądanie zmiany;Änderigsaforderig erstelle;
changes.requestForm.update;Update Change Request;Änderungsanforderung aktualisieren;Mettre à jour la demande de modification;Actualizar solicitud de cambio;Aktualizuj żądanie zmiany;Änderigsaforderig aktualisiere;
changes.requestForm.saving;Saving...;Speichern...;Enregistrement...;Guardando...;Zapisywanie...;Speichere...;
changes.requestForm.changeTypes.select;Select Change Type;Änderungstyp auswählen;Sélectionner le type de changement;Seleccionar tipo de cambio;Wybierz typ zmiany;Änderigstyp uswehle;
changes.requestForm.changeTypes.scope;Scope Change;Umfangsänderung;Changement de portée;Cambio de alcance;Zmiana zakresu;Umfangsänderig;
changes.requestForm.changeTypes.schedule;Schedule Change;Zeitplanänderung;Changement de calendrier;Cambio de calendario;Zmiana harmonogramu;Ziitplanänderig;
changes.requestForm.changeTypes.budget;Budget Change;Budgetänderung;Changement de budget;Cambio de presupuesto;Zmiana budżetu;Budgetänderig;
changes.requestForm.changeTypes.design;Design Change;Designänderung;Changement de conception;Cambio de diseño;Zmiana projektu;Designänderig;
changes.requestForm.changeTypes.regulatory;Regulatory Change;Regulatorische Änderung;Changement réglementaire;Cambio regulatorio;Zmiana regulacyjna;Regulatorischi Änderig;
changes.requestForm.changeTypes.resource;Resource Change;Ressourcenänderung;Changement de ressources;Cambio de recursos;Zmiana zasobów;Ressourcenänderig;
changes.requestForm.changeTypes.quality;Quality Change;Qualitätsänderung;Changement de qualité;Cambio de calidad;Zmiana jakości;Qualitätsänderig;
changes.requestForm.changeTypes.safety;Safety Change;Sicherheitsänderung;Changement de sécurité;Cambio de seguridad;Zmiana bezpieczeństwa;Sicherheitsänderig;
changes.requestForm.changeTypes.emergency;Emergency Change;Notfalländerung;Changement d'urgence;Cambio de emergencia;Zmiana awaryjna;Notfalländerig;
changes.requestForm.priorities.select;Select Priority;Priorität auswählen;Sélectionner la priorité;Seleccionar prioridad;Wybierz priorytet;Priorität uswehle;
changes.requestForm.priorities.low;Low;Niedrig;Faible;Bajo;Niski;Niedrig;
changes.requestForm.priorities.medium;Medium;Mittel;Moyen;Medio;Średni;Mittel;
changes.requestForm.priorities.high;High;Hoch;Élevé;Alto;Wysoki;Hoch;
changes.requestForm.priorities.critical;Critical;Kritisch;Critique;Crítico;Krytyczny;Kritisch;
changes.requestForm.priorities.emergency;Emergency;Notfall;Urgence;Emergencia;Awaryjny;Notfall;
changes.requestForm.validation.titleRequired;Title is required;Titel ist erforderlich;Titre requis;Título requerido;Tytuł wymagany;Titel is erforderlich;
changes.requestForm.validation.titleMinLength;Title must be at least 5 characters;Titel muss mindestens 5 Zeichen haben;Titre doit faire au moins 5 caractères;Título debe tener al menos 5 caracteres;Tytuł musi mieć co najmniej 5 znaków;Titel muss mindeschtens 5 Zeiche ha;
changes.requestForm.validation.descriptionRequired;Description is required;Beschreibung ist erforderlich;Description requise;Descripción requerida;Opis wymagany;Beschreibig is erforderlich;
changes.requestForm.validation.descriptionMinLength;Description must be at least 10 characters;Beschreibung muss mindestens 10 Zeichen haben;Description doit faire au moins 10 caractères;Descripción debe tener al menos 10 caracteres;Opis musi mieć co najmniej 10 znaków;Beschreibig muss mindeschtens 10 Zeiche ha;
changes.requestForm.validation.changeTypeRequired;Change type is required;Änderungstyp ist erforderlich;Type de changement requis;Tipo de cambio requerido;Typ zmiany wymagany;Änderigstyp is erforderlich;
changes.requestForm.validation.priorityRequired;Priority is required;Priorität ist erforderlich;Priorité requise;Prioridad requerida;Priorytet wymagany;Priorität is erforderlich;
changes.requestForm.validation.projectRequired;Project selection is required;Projektauswahl ist erforderlich;Sélection de projet requise;Selección de proyecto requerida;Wybór projektu wymagany;Projektauswahl is erforderlich;
changes.requestForm.validation.fieldRequired;{field} is required;{field} ist erforderlich;{field} requis;{field} requerido;{field} wymagany;{field} is erforderlich;
changes.requestDetail.backToList;Back to List;Zurück zur Liste;Retour à la liste;Volver a la lista;Powrót do listy;Zurück zur Lischt;
changes.requestDetail.edit;Edit;Bearbeiten;Modifier;Editar;Edytuj;Bearbeite;
changes.requestDetail.tabs.overview;Overview;Übersicht;Aperçu;Descripción general;Przegląd;Übersicht;
changes.requestDetail.tabs.timeline;Timeline;Zeitachse;Chronologie;Línea de tiempo;Oś czasu;Ziitachse;
changes.requestDetail.tabs.approvals;Approvals;Genehmigungen;Approbations;Aprobaciones;Zatwierdzenia;Genehmigige;
changes.requestDetail.tabs.documents;Documents;Dokumente;Documents;Documentos;Dokumenty;Dokumente;
changes.requestDetail.tabs.communications;Communications;Kommunikation;Communications;Comunicaciones;Komunikacja;Kommunikation;
changes.requestDetail.description;Description;Beschreibung;Description;Descripción;Opis;Beschreibig;
changes.requestDetail.justification;Justification;Begründung;Justification;Justificación;Uzasadnienie;Begründig;
changes.requestDetail.impactAnalysis;Impact Analysis;Auswirkungsanalyse;Analyse d'impact;Análisis de impacto;Analiza wpływu;Auswirkigsanalys;
changes.requestDetail.costImpact;Cost Impact;Kosteneinfluss;Impact sur les coûts;Impacto en el costo;Wpływ na koszty;Kosteeinfluss;
changes.requestDetail.estimated;Estimated;Geschätzt;Estimé;Estimado;Szacowane;Gschätzt;
changes.requestDetail.scheduleImpact;Schedule Impact;Zeitplaneinfluss;Impact sur le calendrier;Impacto en el calendario;Wpływ na harmonogram;Ziitplaneinfluss;
changes.requestDetail.estimatedDelay;Estimated delay;Geschätzte Verzögerung;Retard estimé;Retraso estimado;Szacowane opóźnienie;Gschätzt Verzögerig;
changes.requestDetail.projectLinkages;Project Linkages;Projektverknüpfungen;Liaisons de projet;Enlaces de proyecto;Połączenia projektu;Projektverknüpfige;
changes.requestDetail.affectedMilestones;Affected Milestones;Betroffene Meilensteine;Jalons affectés;Hitos afectados;Dotknięte kamienie milowe;Betroffeni Meilesteine;
changes.requestDetail.affectedPurchaseOrders;Affected Purchase Orders;Betroffene Einkaufsbestellungen;Commandes d'achat affectées;Órdenes de compra afectadas;Dotknięte zamówienia zakupowe;Betroffeni Iikaufsbestellige;
changes.requestDetail.requestDetails;Request Details;Anfragedetails;Détails de la demande;Detalles de solicitud;Szczegóły żądania;Afrogedetails;
changes.requestDetail.requestedBy;Requested by;Angefordert von;Demandé par;Solicitado por;Żądane przez;Afrogert vo;
changes.requestDetail.requested;Requested;Angefordert;Demandé;Solicitado;Żądane;Afrogert;
changes.requestDetail.requiredBy;Required by;Erforderlich von;Requis par;Requerido por;Wymagane przez;Erforderlich vo;
changes.requestDetail.type;Type;Typ;Type;Tipo;Typ;Typ;
changes.requestDetail.project;Project;Projekt;Projet;Proyecto;Projekt;Projekt;
changes.requestDetail.implementationProgress;Implementation Progress;Implementierungsfortschritt;Progression de la mise en œuvre;Progreso de la implementación;Postęp wdrożenia;Ymplementierigsforschritt;
changes.requestDetail.progress;Progress;Fortschritt;Progression;Progreso;Postęp;Forschritt;
changes.requestDetail.timeline.title;Change Request Timeline;Zeitachse der Änderungsanforderung;Chronologie de la demande de modification;Línea de tiempo de la solicitud de cambio;Oś czasu żądania zmiany;Ziitachse der Änderigsaforderig;
changes.requestDetail.approvals.pendingTitle;Pending Approvals;Offene Genehmigungen;Approbations en attente;Aprobaciones pendientes;Oczekujące zatwierdzenia;Offeni Genehmigige;
changes.requestDetail.approvals.historyTitle;Approval History;Genehmigungshistorie;Historique des approbations;Historia de aprobaciones;Historia zatwierdzeń;Genehmigigshistorie;
changes.requestDetail.approvals.noPending;No pending approvals;Keine offenen Genehmigungen;Aucune approbation en attente;No hay aprobaciones pendientes;Brak oczekujących zatwierdzeń;Keini offeni Genehmigige;
changes.requestDetail.approvals.noHistory;No approval history;Keine Genehmigungshistorie;Aucun historique d'approbation;No hay historia de aprobaciones;Brak historii zatwierdzeń;Keini Genehmigigshistorie;
changes.requestDetail.approvals.step;Step;Schritt;Étape;Paso;Krok;Schritt;
changes.requestDetail.approvals.status;Status;Status;Statut;Estado;Status;Status;
changes.requestDetail.approvals.dueDate;Due Date;Fälligkeitsdatum;Date d'échéance;Fecha de vencimiento;Termin;Fälligkeitsdatum;
changes.requestDetail.approvals.decision;Decision;Entscheidung;Décision;Decisión;Decyzja;Entscheidig;
changes.requestDetail.approvals.comments;Comments;Kommentare;Commentaires;Comentarios;Komentarze;Kommentare;
changes.requestDetail.documents.title;Attachments;Anhänge;Pièces jointes;Adjuntos;Załączniki;Anhäge;
changes.requestDetail.documents.uploadDocument;Upload Document;Dokument hochladen;Télécharger un document;Cargar documento;Prześlij dokument;Dokument hochlade;
changes.requestDetail.documents.noDocuments;No documents;Keine Dokumente;Aucun document;No hay documentos;Brak dokumentów;Keini Dokumente;
changes.requestDetail.documents.noDocumentsMessage;Upload documents to support this change request.;Laden Sie Dokumente hoch, um diese Änderungsanforderung zu unterstützen.;Téléchargez des documents pour soutenir cette demande de modification.;Cargue documentos para respaldar esta solicitud de cambio.;Prześlij dokumenty, aby wesprzeć to żądanie zmiany.;Lade Dokumente hoch, um die Änderigsaforderig z unterstütze.;
changes.requestDetail.documents.by;By;Von;Par;Por;Przez;Von;
changes.requestDetail.communications.addComment;Add Comment;Kommentar hinzufügen;Ajouter un commentaire;Añadir comentario;Dodaj komentarz;Kommentar hinzuefüege;
changes.requestDetail.communications.addCommentPlaceholder;Add a comment...;Kommentar hinzufügen...;Ajouter un commentaire...;Añadir un comentario...;Dodaj komentarz...;Kommentar hinzuefüege...;
changes.requestDetail.communications.sendComment;Add Comment;Kommentar hinzufügen;Ajouter un commentaire;Añadir comentario;Dodaj komentarz;Kommentar hinzuefüege;
changes.requestDetail.communications.communicationHistory;Communication History;Kommunikationshistorie;Historique des communications;Historia de comunicaciones;Historia komunikacji;Kommunikationshistorie;
changes.requestDetail.communications.types.comment;comment;Kommentar;commentaire;comentario;komentarz;Kommentar;
changes.requestDetail.communications.types.status_change;status change;Statusänderung;changement de statut;cambio de estado;zmiana statusu;Statusänderig;
changes.requestDetail.communications.types.approval;approval;Genehmigung;approbation;aprobación;zatwierdzenie;Genehmigig;
changes.requestDetail.communications.types.notification;notification;Benachrichtigung;notification;notificación;powiadomienie;Benachrichtigig;
changes.requestDetail.notFound;Change request not found;Änderungsanforderung nicht gefunden;Demande de modification non trouvée;Solicitud de cambio no encontrada;Żądanie zmiany nie znalezione;Änderigsaforderig nit gfunde;
changes.requestDetail.notFoundMessage;The requested change request could not be loaded.;Die angeforderte Änderungsanforderung konnte nicht geladen werden.;La demande de modification demandée n'a pas pu être chargée.;La solicitud de cambio solicitada no se pudo cargar.;Żądane żądanie zmiany nie mogło być załadowane.;Die afrogereti Änderigsaforderig chonn nit glade werde.;
changes.requestDetail.loading;Loading...;Laden...;Chargement...;Cargando...;Ładowanie...;Lade...;
changes.common.loading;Loading...;Laden...;Chargement...;Cargando...;Ładowanie...;Lade...;
changes.common.refresh;Refresh;Aktualisieren;Actualiser;Actualizar;Odśwież;Aktualisiere;
changes.common.export;Export;Exportieren;Exporter;Exportar;Eksportuj;Exportiere;
changes.common.filters;Filters;Filter;Filtres;Filtros;Filtry;Filter;
changes.common.search;Search;Suchen;Rechercher;Buscar;Szukaj;Sueche;
changes.common.cancel;Cancel;Abbrechen;Annuler;Cancelar;Anuluj;Abbreche;
changes.common.save;Save;Speichern;Enregistrer;Guardar;Zapisz;Speichere;
changes.common.delete;Delete;Löschen;Supprimer;Eliminar;Usuń;Lösche;
changes.common.edit;Edit;Bearbeiten;Modifier;Editar;Edytuj;Bearbeite;
changes.common.view;View;Anzeigen;Afficher;Ver;Wyświetl;Aazeige;
changes.common.close;Close;Schließen;Fermer;Cerrar;Zamknij;Schliesse;
changes.common.add;Add;Hinzufügen;Ajouter;Añadir;Dodaj;Hinzuefüege;
changes.common.remove;Remove;Entfernen;Retirer;Eliminar;Usuń;Entferne;
changes.common.update;Update;Aktualisieren;Mettre à jour;Actualizar;Aktualizuj;Aktualisiere;
changes.common.create;Create;Erstellen;Créer;Crear;Utwórz;Erstelle;
changes.common.submit;Submit;Einreichen;Soumettre;Enviar;Prześlij;Iireiche;
changes.common.apply;Apply;Anwenden;Appliquer;Aplicar;Zastosuj;Awende;
changes.common.clear;Clear;Löschen;Effacer;Borrar;Wyczyść;Lösche;
changes.common.yes;Yes;Ja;Oui;Sí;Tak;Ja;
changes.common.no;No;Nein;Non;No;Nie;Nei;
changes.common.all;All;Alle;Tous;Todos;Wszystkie;Alli;
changes.common.none;None;Keine;Aucun;Ninguno;Żaden;Keini;
changes.common.other;Other;Andere;Autre;Otro;Inny;Anderi;
changes.common.days;days;Tage;jours;días;dni;Täg;
changes.common.hours;hours;Stunden;heures;horas;godziny;Stund;
changes.common.minutes;minutes;Minuten;minutes;minutos;minuty;Minute;
changes.common.seconds;seconds;Sekunden;secondes;segundos;sekundy;Sekunde;
